source,source_record_id,doi,title,journal,issn,eissn,received_date,accepted_date,published_date,review_days,production_days,total_days,evidence_url,harvested_at
pubmed,42067819,10.1186/s12889-026-27603-x,When undernutrition meets overweight: prevalence and determinants of double burden of malnutrition among women-child pairs in Burkina Faso from the 2021 Demographic and Health Survey.,BMC public health,1471-2458,,2025-12-03,2026-04-27,2026-05-02,145,5,150,https://pubmed.ncbi.nlm.nih.gov/42067819/,2026-05-02
pubmed,42067880,10.1186/s12889-026-27571-2,Online-based antenatal education and its effects on maternal mental health and selected neonatal outcomes: a systematic review and meta-analysis.,BMC public health,1471-2458,,2026-02-27,2026-04-23,2026-05-01,55,8,63,https://pubmed.ncbi.nlm.nih.gov/42067880/,2026-05-02
pubmed,42067856,10.1186/s12889-026-27518-7,Exploratory assessment of the correlates of lifestyle medicine among Spanish university students: UNILIFE-M study.,BMC public health,1471-2458,,2026-02-23,2026-04-20,2026-05-01,56,11,67,https://pubmed.ncbi.nlm.nih.gov/42067856/,2026-05-02
pubmed,42067853,10.1186/s12889-026-27609-5,Adherence to 24-hour movement guidelines and health-related quality of life from childhood to late adolescence: a prospective cohort study of Australian youth.,BMC public health,1471-2458,,2026-02-18,2026-04-27,2026-05-01,68,4,72,https://pubmed.ncbi.nlm.nih.gov/42067853/,2026-05-02
pubmed,42067844,10.1186/s12889-026-27425-x,Macroeconomic determinants of maternal and neonatal mortality: a global panel analysis.,BMC public health,1471-2458,,2025-12-25,2026-04-13,2026-05-01,109,18,127,https://pubmed.ncbi.nlm.nih.gov/42067844/,2026-05-02
pubmed,42067841,10.1186/s12889-026-27616-6,Association between self-purchased medication use and gastric disease among Chinese adults: a cross-sectional analysis based on CHARLS 2018 data.,BMC public health,1471-2458,,2025-10-28,2026-04-27,2026-05-01,181,4,185,https://pubmed.ncbi.nlm.nih.gov/42067841/,2026-05-02
pubmed,42067838,10.1186/s12889-026-27561-4,Exploring the perceived socio-cultural factors in the initiation of smokeless tobacco among adolescents: a qualitative systematic review.,BMC public health,1471-2458,,2025-12-30,2026-04-22,2026-05-01,113,9,122,https://pubmed.ncbi.nlm.nih.gov/42067838/,2026-05-02
pubmed,42067835,10.1186/s12889-026-27543-6,Non-linear association between cyberbullying victimization and Internet addiction in Chinese adolescents: a cross-sectional study.,BMC public health,1471-2458,,2024-11-04,2026-04-21,2026-05-01,533,10,543,https://pubmed.ncbi.nlm.nih.gov/42067835/,2026-05-02
pubmed,42067830,10.1186/s12889-026-27361-w,Public health emergency response through field epidemiology training and rapid response teams - a scoping review.,BMC public health,1471-2458,,2024-07-16,2026-04-07,2026-05-01,630,24,654,https://pubmed.ncbi.nlm.nih.gov/42067830/,2026-05-02
pubmed,42067820,10.1186/s12889-026-27651-3,"Individual and combined associations of modifiable metabolic health and lifestyle with low back pain, neck pain, and functional limitation: evidence from a nationally cross-sectional study.",BMC public health,1471-2458,,2025-12-03,2026-04-30,2026-05-01,148,1,149,https://pubmed.ncbi.nlm.nih.gov/42067820/,2026-05-02
pubmed,42067794,10.1186/s12889-026-27183-w,Women's social care provision in prison has improved but challenges remain: findings from a national survey in England eight years after the 2014 Care Act.,BMC public health,1471-2458,,2025-12-18,2026-03-24,2026-05-01,96,38,134,https://pubmed.ncbi.nlm.nih.gov/42067794/,2026-05-02
pubmed,42067787,10.1186/s12889-026-27519-6,Physical activity in infancy is associated with body composition at age three.,BMC public health,1471-2458,,2026-01-06,2026-04-20,2026-05-01,104,11,115,https://pubmed.ncbi.nlm.nih.gov/42067787/,2026-05-02
pubmed,42067781,10.1186/s12889-026-27322-3,Congenital abnormalities in Pacific Island Countries and Territories: a scoping review.,BMC public health,1471-2458,,2025-02-20,2026-04-02,2026-05-01,406,29,435,https://pubmed.ncbi.nlm.nih.gov/42067781/,2026-05-02
pubmed,42063057,10.1186/s12889-026-27129-2,"Temporal trends of vaccination coverage in children under five in Brazil, 1998-2024.",BMC public health,1471-2458,,2026-01-07,2026-03-20,2026-05-01,72,42,114,https://pubmed.ncbi.nlm.nih.gov/42063057/,2026-05-02
pubmed,42063020,10.1186/s12889-026-27606-8,"The interplay of heatwaves, air pollution, and green space on all-cause mortality in older adults with diabetes mellitus: a national cohort study.",BMC public health,1471-2458,,2025-12-14,2026-04-27,2026-05-01,134,4,138,https://pubmed.ncbi.nlm.nih.gov/42063020/,2026-05-02
pubmed,42063060,10.1186/s12889-026-27522-x,"Population aging and changing hospitalization risks in Germany: a decomposition of changes in inpatient cases, 2005-2021.",BMC public health,1471-2458,,2025-11-19,2026-04-20,2026-04-30,152,10,162,https://pubmed.ncbi.nlm.nih.gov/42063060/,2026-05-02
pubmed,42063025,10.1186/s12889-026-27591-y,"""Why should I pay for this vaccine?"" - Norwegian adolescents views on meningococcal vaccination.",BMC public health,1471-2458,,2023-08-10,2026-04-24,2026-04-30,988,6,994,https://pubmed.ncbi.nlm.nih.gov/42063025/,2026-05-02
pubmed,42063010,10.1186/s12889-026-27590-z,Association between social activity participation and rural-urban difference in depressive symptoms among middle-aged and older adults in China: a Fairlie decomposition analysis.,BMC public health,1471-2458,,2024-09-11,2026-04-24,2026-04-30,590,6,596,https://pubmed.ncbi.nlm.nih.gov/42063010/,2026-05-02
pubmed,42063002,10.1186/s12889-026-27524-9,Gender differences in informal caregiving costs and burden in Alzheimer disease: a multinational cross-sectional analysis.,BMC public health,1471-2458,,2026-01-17,2026-04-20,2026-04-30,93,10,103,https://pubmed.ncbi.nlm.nih.gov/42063002/,2026-05-02
pubmed,42063000,10.1186/s12889-026-27493-z,Mental health promotion in municipal settings - promoters and inhibitors in the implementation of ABC for good mental health in Norway.,BMC public health,1471-2458,,2025-12-12,2026-04-16,2026-04-30,125,14,139,https://pubmed.ncbi.nlm.nih.gov/42063000/,2026-05-02
pubmed,42062987,10.1186/s12889-026-27325-0,Gender differences in sleep quality and its associated factors in patients with hypertension: a cross-sectional study.,BMC public health,1471-2458,,2025-11-26,2026-04-02,2026-04-30,127,28,155,https://pubmed.ncbi.nlm.nih.gov/42062987/,2026-05-02
pubmed,42062972,10.1186/s12889-026-27502-1,The cumulative bridge: how long-term physical activity and social engagement gradually enhance sleep health in aging adults.,BMC public health,1471-2458,,2025-10-09,2026-04-17,2026-04-30,190,13,203,https://pubmed.ncbi.nlm.nih.gov/42062972/,2026-05-02
pubmed,42062969,10.1186/s12889-026-27458-2,Religion and suicide in Hungary: uncovering regional patterns and the protective effect of Catholicism (2000-2022).,BMC public health,1471-2458,,2026-02-24,2026-04-15,2026-04-30,50,15,65,https://pubmed.ncbi.nlm.nih.gov/42062969/,2026-05-02
pubmed,42062968,10.1186/s12889-026-27517-8,The impact of HIV prevention behavior patterns on infection risk among young men who have sex with men: a latent class analysis.,BMC public health,1471-2458,,2025-10-02,2026-04-20,2026-04-30,200,10,210,https://pubmed.ncbi.nlm.nih.gov/42062968/,2026-05-02
pubmed,42062967,10.1186/s12889-026-27431-z,Early identification of myopia risk in children through school-based vision screening: a longitudinal cohort study.,BMC public health,1471-2458,,2026-02-06,2026-04-13,2026-04-30,66,17,83,https://pubmed.ncbi.nlm.nih.gov/42062967/,2026-05-02
pubmed,42057053,10.1186/s12889-026-27407-z,"Effect of community engagement interventions on child health care utilization: a quasi-experimental study in Afar and Benishangul Gumuz Regions, Ethiopia.",BMC public health,1471-2458,,2026-01-13,2026-04-10,2026-04-30,87,20,107,https://pubmed.ncbi.nlm.nih.gov/42057053/,2026-05-02
pubmed,42057043,10.1186/s12889-026-27188-5,A systematic review and meta-analysis finds that psychological well-being predicts all-cause mortality independently of psychological ill-being.,BMC public health,1471-2458,,2025-10-31,2026-03-24,2026-04-30,144,37,181,https://pubmed.ncbi.nlm.nih.gov/42057043/,2026-05-02
pubmed,42057026,10.1186/s12889-026-27620-w,"Preference and perception of traditional Somali health practice, 'Guboow', among Somali mothers for children's health.",BMC public health,1471-2458,,2026-02-07,2026-04-27,2026-04-30,79,3,82,https://pubmed.ncbi.nlm.nih.gov/42057026/,2026-05-02
pubmed,42057022,10.1186/s12889-026-27324-1,Participatory systems science modeling with coalitions identifies common dynamics that drive health trends and disparities in seven communities across the United States.,BMC public health,1471-2458,,2025-02-10,2026-04-02,2026-04-30,416,28,444,https://pubmed.ncbi.nlm.nih.gov/42057022/,2026-05-02
pubmed,42057018,10.1186/s12889-026-27338-9,"Authority, trust, and healthcare communication in a religious minority: the case of the Haredi community in Israel during COVID-19.",BMC public health,1471-2458,,2026-02-26,2026-04-06,2026-04-30,39,24,63,https://pubmed.ncbi.nlm.nih.gov/42057018/,2026-05-02
pubmed,42057015,10.1186/s12889-026-27596-7,Associations between socioeconomic status and adverse childhood experiences with multidimensional healthy aging: findings from ELSI-Brazil.,BMC public health,1471-2458,,2025-10-16,2026-04-24,2026-04-30,190,6,196,https://pubmed.ncbi.nlm.nih.gov/42057015/,2026-05-02
pubmed,42056992,10.1186/s12889-026-27513-y,School connectedness and adolescents' problematic smartphone use: a cross-lagged model mediated by depressive symptoms.,BMC public health,1471-2458,,2025-09-22,2026-04-20,2026-04-30,210,10,220,https://pubmed.ncbi.nlm.nih.gov/42056992/,2026-05-02
pubmed,42056990,10.1186/s12889-026-27171-0,The dynamics of rapid stunting reduction among children under 5 : a comparative study of age-specific trajectories and wealth disparities across six high-performing countries using JME and DHS data.,BMC public health,1471-2458,,2025-11-17,2026-03-23,2026-04-30,126,38,164,https://pubmed.ncbi.nlm.nih.gov/42056990/,2026-05-02
pubmed,42056987,10.1186/s12889-026-27600-0,Elevated depression and anxiety symptoms among younger adults in Germany during the post-pandemic period.,BMC public health,1471-2458,,2025-11-07,2026-04-27,2026-04-30,171,3,174,https://pubmed.ncbi.nlm.nih.gov/42056987/,2026-05-02
pubmed,42056986,10.1186/s12889-026-27583-y,"Household water, sanitation, and hygiene access and its impact on nutritional outcomes in children under five: evidence from Pakistan.",BMC public health,1471-2458,,2026-01-22,2026-04-23,2026-04-30,91,7,98,https://pubmed.ncbi.nlm.nih.gov/42056986/,2026-05-02
pubmed,42056980,10.1186/s12889-026-27604-w,Profiles of psychopathology and quality of life in individuals with recent displacement experiences: a latent profile analysis.,BMC public health,1471-2458,,2025-12-09,2026-04-27,2026-04-30,139,3,142,https://pubmed.ncbi.nlm.nih.gov/42056980/,2026-05-02
pubmed,42057045,10.1186/s12889-026-27436-8,The paradox of physical activity in relation to well-being and mental health: a compositional data analysis of the 24-hour movement patterns.,BMC public health,1471-2458,,2025-10-11,2026-04-14,2026-04-29,185,15,200,https://pubmed.ncbi.nlm.nih.gov/42057045/,2026-05-02
pubmed,42057028,10.1186/s12889-026-27482-2,Subnational inequalities and spatially varying associations of elevated blood glucose among women in India: a national district-level biomarkers analysis.,BMC public health,1471-2458,,2025-10-26,2026-04-16,2026-04-29,172,13,185,https://pubmed.ncbi.nlm.nih.gov/42057028/,2026-05-02
pubmed,42057024,10.1186/s12889-026-27611-x,"Experiences, effects, and coping strategies of domestic violence as a women's health issue among Saudi women: a qualitative study of psychosocial and cultural dimensions.",BMC public health,1471-2458,,2026-02-15,2026-04-27,2026-04-29,71,2,73,https://pubmed.ncbi.nlm.nih.gov/42057024/,2026-05-02
pubmed,42057019,10.1186/s12889-026-27424-y,The association between age at menopause and circadian syndrome: a study based on the UK Biobank.,BMC public health,1471-2458,,2026-01-16,2026-04-13,2026-04-29,87,16,103,https://pubmed.ncbi.nlm.nih.gov/42057019/,2026-05-02
pubmed,42057013,10.1186/s12889-026-27618-4,Zoonotic transmission risk in flood-prone river basins: community knowledge and behavioral determinants of leptospirosis in eastern Ethiopia.,BMC public health,1471-2458,,2026-02-19,2026-04-27,2026-04-29,67,2,69,https://pubmed.ncbi.nlm.nih.gov/42057013/,2026-05-02
pubmed,42057001,10.1186/s12889-025-26139-w,Association of nighttime sleep duration and quality with low back pain in middle-aged and elderly Chinese: a nationwide longitudinal cohort study.,BMC public health,1471-2458,,2024-07-28,2025-12-26,2026-04-29,516,124,640,https://pubmed.ncbi.nlm.nih.gov/42057001/,2026-05-02
pubmed,42056995,10.1186/s12889-026-27448-4,Effective mHealth interventions to improve tuberculosis treatment adherence in Asia: a systematic review and meta-analysis.,BMC public health,1471-2458,,2025-12-17,2026-04-14,2026-04-29,118,15,133,https://pubmed.ncbi.nlm.nih.gov/42056995/,2026-05-02
pubmed,42056984,10.1186/s12889-026-27498-8,Consultations in general practice related to a tick bite episode in mainland France in 2023-2024.,BMC public health,1471-2458,,2026-02-20,2026-04-17,2026-04-29,56,12,68,https://pubmed.ncbi.nlm.nih.gov/42056984/,2026-05-02
pubmed,42056968,10.1186/s12889-026-27445-7,A systematic review of the association between alcohol-related deaths and area-level socioeconomic deprivation and other geographic characteristics in high-income countries.,BMC public health,1471-2458,,2025-08-08,2026-04-14,2026-04-29,249,15,264,https://pubmed.ncbi.nlm.nih.gov/42056968/,2026-05-02
pubmed,42056960,10.1186/s12889-026-27030-y,"ChAracterizing, Revlving, Supporting, Monitoring and MAnaging sustainable food systems to address malnutrition in Indigenous tribal communities (CARISMMA): exploring food systems and its drivers to develop multisectoral data-driven solutions. A study protocol.",BMC public health,1471-2458,,2025-11-07,2026-03-11,2026-04-29,124,49,173,https://pubmed.ncbi.nlm.nih.gov/42056960/,2026-05-02
pubmed,42056959,10.1186/s12889-026-27446-6,A nutrition environment measures survey for dollar stores (nems-ds) in rural south carolina: assessing nutrition equity and WIC readiness.,BMC public health,1471-2458,,2025-12-03,2026-04-14,2026-04-29,132,15,147,https://pubmed.ncbi.nlm.nih.gov/42056959/,2026-05-02
pubmed,42056957,10.1186/s12889-026-27161-2,Psychometric validation of the Farsi version of the Attitudes toward Fertility and Childbearing Scale (AFCS) among married and unmarried Iranian women.,BMC public health,1471-2458,,2025-07-23,2026-03-23,2026-04-29,243,37,280,https://pubmed.ncbi.nlm.nih.gov/42056957/,2026-05-02
pubmed,42056955,10.1186/s12889-026-27593-w,Institutional factors influencing vaccine access in Canada: a scoping review.,BMC public health,1471-2458,,2025-11-21,2026-04-24,2026-04-29,154,5,159,https://pubmed.ncbi.nlm.nih.gov/42056955/,2026-05-02
pubmed,42056948,10.1186/s12889-026-27457-3,Prevalence and comorbidity burden of clinical obesity in US adults.,BMC public health,1471-2458,,2026-01-13,2026-04-15,2026-04-29,92,14,106,https://pubmed.ncbi.nlm.nih.gov/42056948/,2026-05-02
pubmed,42056939,10.1186/s12889-026-27403-3,Framing health: how health communication theories and strategies shape NCD prevention content on Facebook Sri Lanka.,BMC public health,1471-2458,,2025-11-04,2026-04-10,2026-04-29,157,19,176,https://pubmed.ncbi.nlm.nih.gov/42056939/,2026-05-02
pubmed,42056935,10.1186/s12889-026-27492-0,Reducing loneliness and promoting mental well-being among migrants and asylum seekers through social mentoring in Spain: insights from a qualitative study.,BMC public health,1471-2458,,2025-09-29,2026-04-16,2026-04-29,199,13,212,https://pubmed.ncbi.nlm.nih.gov/42056935/,2026-05-02
pubmed,42050581,10.1186/s12889-026-27564-1,"Unpacking the stakes: a cross-sectional study of health effects and predictors of gambling behaviour among male in-school adolescents in Osun State, Nigeria.",BMC public health,1471-2458,,2024-08-10,2026-04-22,2026-04-29,620,7,627,https://pubmed.ncbi.nlm.nih.gov/42050581/,2026-05-02
pubmed,42050563,10.1186/s12889-026-27595-8,Associations between multiple air pollutants and insulin resistance in Chinese adults: the moderating role of physical activity.,BMC public health,1471-2458,,2026-01-05,2026-04-24,2026-04-29,109,5,114,https://pubmed.ncbi.nlm.nih.gov/42050563/,2026-05-02
pubmed,42050538,10.1186/s12889-026-27358-5,"Prognostic value of PREVENT, PCE, and social determinants of health for cardiovascular mortality in the Healthy Aging in Neighborhoods of Diversity across the Life Span (HANDLS) study.",BMC public health,1471-2458,,2026-01-14,2026-04-07,2026-04-29,83,22,105,https://pubmed.ncbi.nlm.nih.gov/42050538/,2026-05-02
pubmed,42050487,10.1186/s12889-026-27586-9,Motivational dynamics of healthy living: a qualitative study based on self-determination theory.,BMC public health,1471-2458,,2025-12-05,2026-04-23,2026-04-29,139,6,145,https://pubmed.ncbi.nlm.nih.gov/42050487/,2026-05-02
pubmed,42050575,10.1186/s12889-026-27411-3,Factors influencing HIV testing among women in Mozambique: insights from the 2022/23 demographic and health survey.,BMC public health,1471-2458,,2025-09-11,2026-04-10,2026-04-28,211,18,229,https://pubmed.ncbi.nlm.nih.gov/42050575/,2026-05-02
pubmed,42050565,10.1186/s12889-026-27569-w,"Navigating healthcare, managing life, or falling through the cracks? A theory-informed systematic review of the chronic burden faced by women with recurrent urinary tract infections.",BMC public health,1471-2458,,2025-11-19,2026-04-23,2026-04-28,155,5,160,https://pubmed.ncbi.nlm.nih.gov/42050565/,2026-05-02
pubmed,42050558,10.1186/s12889-026-27605-9,Comparing user satisfaction with grief-informed texts to other types of bereavement support in the United Kingdom.,BMC public health,1471-2458,,2025-04-16,2026-04-27,2026-04-28,376,1,377,https://pubmed.ncbi.nlm.nih.gov/42050558/,2026-05-02
pubmed,42050514,10.1186/s12889-026-27574-z,Cross-time analysis of physical exercise and traditional gender concepts: Chinese women in the CGSS 2013 and 2023.,BMC public health,1471-2458,,2025-10-10,2026-04-23,2026-04-28,195,5,200,https://pubmed.ncbi.nlm.nih.gov/42050514/,2026-05-02
pubmed,42050489,10.1186/s12889-026-27546-3,"Widening gender gaps in sexual and reproductive health knowledge, attitudes, and behaviors despite equally effective sexuality education: a cluster randomized controlled trial among Chinese vocational school adolescents.",BMC public health,1471-2458,,2025-01-29,2026-04-21,2026-04-28,447,7,454,https://pubmed.ncbi.nlm.nih.gov/42050489/,2026-05-02
pubmed,42050486,10.1186/s12889-026-27567-y,Efficacy of a WhatsApp-based program for nicotine and tobacco cessation among young people: study protocol for a randomized controlled trial.,BMC public health,1471-2458,,2025-12-18,2026-04-22,2026-04-28,125,6,131,https://pubmed.ncbi.nlm.nih.gov/42050486/,2026-05-02
pubmed,42050479,10.1186/s12889-026-27585-w,The relationship between environmental literacy and global warming knowledge levels in faculty of health sciences students.,BMC public health,1471-2458,,2026-03-13,2026-04-23,2026-04-28,41,5,46,https://pubmed.ncbi.nlm.nih.gov/42050479/,2026-05-02
pubmed,42050476,10.1186/s12889-026-27554-3,Types and spatial distribution of cancer cases registered in a national hospital-based registry in the Lao People's Democratic Republic from 2010 to 2024.,BMC public health,1471-2458,,2025-10-31,2026-04-22,2026-04-28,173,6,179,https://pubmed.ncbi.nlm.nih.gov/42050476/,2026-05-02
pubmed,42050472,10.1186/s12889-026-27356-7,Depressive symptoms among young adult caregivers of parents with dementia in South Korea: the 2019 community health survey.,BMC public health,1471-2458,,2025-04-15,2026-04-07,2026-04-28,357,21,378,https://pubmed.ncbi.nlm.nih.gov/42050472/,2026-05-02
pubmed,42050469,10.1186/s12889-026-27422-0,Spatiotemporal heterogeneity and influencing factors of hepatitis B in China: a 17-year national surveillance analysis.,BMC public health,1471-2458,,2025-12-17,2026-04-13,2026-04-28,117,15,132,https://pubmed.ncbi.nlm.nih.gov/42050469/,2026-05-02
pubmed,42050466,10.1186/s12889-026-27438-6,"Medication adherence and associated factors in patients with chronic hepatitis B in Zhejiang Province, Eastern China.",BMC public health,1471-2458,,2025-12-23,2026-04-14,2026-04-28,112,14,126,https://pubmed.ncbi.nlm.nih.gov/42050466/,2026-05-02
pubmed,42046056,10.1186/s12889-026-27559-y,Impact of two consecutive COVID-19 outbreaks on the physical fitness in college students: a five-year longitudinal study.,BMC public health,1471-2458,,2026-02-13,2026-04-22,2026-04-28,68,6,74,https://pubmed.ncbi.nlm.nih.gov/42046056/,2026-05-02
pubmed,42046026,10.1186/s12889-026-27558-z,"Body fat, eating behaviours, and well-being as predictors of negative body talk among college students: a moderation analysis by sex.",BMC public health,1471-2458,,2025-08-23,2026-04-22,2026-04-28,242,6,248,https://pubmed.ncbi.nlm.nih.gov/42046026/,2026-05-02
pubmed,42045922,10.1186/s12889-026-27481-3,Disparities in modern health service utilization between community-based health insurance member and non-member households in Ethiopia: a meta-analysis.,BMC public health,1471-2458,,2024-10-06,2026-04-16,2026-04-28,557,12,569,https://pubmed.ncbi.nlm.nih.gov/42045922/,2026-05-02
pubmed,42045882,10.1186/s12889-026-27575-y,"Prevalence, clinical characteristics, and treatment needs of Molar Incisor Hypomineralization (MIH) in Turkish children: a cross-sectional study.",BMC public health,1471-2458,,2026-02-13,2026-04-23,2026-04-28,69,5,74,https://pubmed.ncbi.nlm.nih.gov/42045882/,2026-05-02
pubmed,42046046,10.1186/s12889-026-27566-z,Experiential learning for nutrition literacy of school-aged children: a study protocol of cluster randomized controlled trial.,BMC public health,1471-2458,,2024-10-31,2026-04-22,2026-04-27,538,5,543,https://pubmed.ncbi.nlm.nih.gov/42046046/,2026-05-02
pubmed,42046038,10.1186/s12889-026-27580-1,Screen use and sleep in early childhood: a national survey of Australian families.,BMC public health,1471-2458,,2025-12-11,2026-04-23,2026-04-27,133,4,137,https://pubmed.ncbi.nlm.nih.gov/42046038/,2026-05-02
pubmed,42046036,10.1186/s12889-026-27538-3,"Bayesian model prediction of colorectal cancer incidence in Jiangsu Province, China, a cancer registry-based study.",BMC public health,1471-2458,,2026-02-03,2026-04-21,2026-04-27,77,6,83,https://pubmed.ncbi.nlm.nih.gov/42046036/,2026-05-02
pubmed,42046028,10.1186/s12889-026-27597-6,"Perceived community support, parenting self-efficacy, and family resilience in special needs parenting: a SEM approach.",BMC public health,1471-2458,,2026-03-04,2026-04-24,2026-04-27,51,3,54,https://pubmed.ncbi.nlm.nih.gov/42046028/,2026-05-02
pubmed,42045884,10.1186/s12889-026-27479-x,Smartphone use and cognitive performance in middle-aged and older adults: a cross-sectional study in China.,BMC public health,1471-2458,,2026-01-21,2026-04-16,2026-04-27,85,11,96,https://pubmed.ncbi.nlm.nih.gov/42045884/,2026-05-02
pubmed,42036652,10.1186/s12889-026-27501-2,Barriers and facilitators of cervical cancer screening among female healthcare professionals: a systematic review.,BMC public health,1471-2458,,2025-05-31,2026-04-17,2026-04-27,321,10,331,https://pubmed.ncbi.nlm.nih.gov/42036652/,2026-05-02
pubmed,42036642,10.1186/s12889-026-27348-7,"Transferable learning from pandemic experiences: impacts, adaptations and capacity for resilience within households, communities and organisations.",BMC public health,1471-2458,,2026-01-16,2026-04-06,2026-04-27,80,21,101,https://pubmed.ncbi.nlm.nih.gov/42036642/,2026-05-02
pubmed,42035077,10.1186/s12889-026-27576-x,Associations between parenting dimensions and physical activity levels among Chinese adolescents: psychological capital as a mediator.,BMC public health,1471-2458,,2026-02-25,2026-04-23,2026-04-25,57,2,59,https://pubmed.ncbi.nlm.nih.gov/42035077/,2026-05-02
pubmed,42035049,10.1186/s12889-026-27534-7,"Fast food, fast aging? A cross-sectional study in the UK.",BMC public health,1471-2458,,2025-10-18,2026-04-20,2026-04-25,184,5,189,https://pubmed.ncbi.nlm.nih.gov/42035049/,2026-05-02
pubmed,42063895,10.3389/fpsyg.2026.1793112,"The relationship between psychological resilience, decision confidence, and officiating pressure of college basketball referees: a cross-lagged study.",Frontiers in psychology,1664-1078,,2026-01-21,2026-03-27,2026-04-15,65,19,84,https://pubmed.ncbi.nlm.nih.gov/42063895/,2026-05-02
pubmed,42063894,10.3389/fpsyg.2026.1699377,Posttraumatic growth theory as a framework for heart failure self-care intervention design.,Frontiers in psychology,1664-1078,,2025-09-04,2026-03-31,2026-04-15,208,15,223,https://pubmed.ncbi.nlm.nih.gov/42063894/,2026-05-02
pubmed,42063893,10.3389/fpsyg.2026.1792649,"Empowerment of solitude: interactive impact of positive solitude, self-esteem, and hope on college students' life orientation.",Frontiers in psychology,1664-1078,,2026-01-21,2026-03-26,2026-04-15,64,20,84,https://pubmed.ncbi.nlm.nih.gov/42063893/,2026-05-02
pubmed,42063892,10.3389/fpsyg.2026.1778367,Intimate partner rape: do rape myths still influence verdict outcomes when the defendant is an ex-partner?,Frontiers in psychology,1664-1078,,2025-12-30,2026-03-06,2026-04-15,66,40,106,https://pubmed.ncbi.nlm.nih.gov/42063892/,2026-05-02
pubmed,42063891,10.3389/fpsyg.2026.1763938,Exploring the relationship between,Frontiers in psychology,1664-1078,,2025-12-09,2026-04-01,2026-04-15,113,14,127,https://pubmed.ncbi.nlm.nih.gov/42063891/,2026-05-02
pubmed,42063890,10.3389/fpsyg.2026.1767962,"Case Report: Overload of a cross-country skier in elite sports, somatoform autonomic disorder, and end-of-career support.",Frontiers in psychology,1664-1078,,2025-12-15,2026-03-24,2026-04-15,99,22,121,https://pubmed.ncbi.nlm.nih.gov/42063890/,2026-05-02
